pangoLineage,country,date,count,prev,days_to_prev,pangoLineage2,Day,B
21A.21B,Bangladesh,2021-04-12,0,0,35,21A.Delta,287,1
21A.21B,Bangladesh,2021-04-26,0,0,21,21A.Delta,301,1
21A.21B,Bangladesh,2021-05-10,0,0,7,21A.Delta,315,1
21A.21B,Bangladesh,2021-05-24,17,0.447368421052632,0,21A.Delta,322,1
21A.21B,Bangladesh,2021-05-31,21,21,0,20B.S.796H,329,1
21A.21B,Bangladesh,2021-06-07,24,0.631578947368421,0,21A.Delta,336,1
21A.21B,Bangladesh,2021-06-14,29,29,0,20B.S.796H,343,1
21A.21B,Bangladesh,2021-06-21,43,0.352459016393443,0,21A.Delta,350,1
21A.21B,Bangladesh,2021-06-28,64,64,0,20B.S.796H,357,1
21A.21B,Bangladesh,2021-07-05,90,0.439024390243902,0,21A.Delta,364,1
21A.21B,Bangladesh,2021-07-19,89,0.6953125,0,21J.Delta,378,1
21A.21B,Bangladesh,2021-08-02,64,0.342245989304813,0,21J.Delta,392,1
21A.21B,Bangladesh,2021-08-16,64,0.435374149659864,0,21J.Delta,406,1
21A.21B,Bangladesh,2021-08-30,62,0.492063492063492,0,21J.Delta,420,1
21A.21B,Bangladesh,2021-09-13,53,0.407692307692308,0,21J.Delta,434,1
21A.21B,Bahrain,2021-02-01,0,0,105,21I.Delta,217,1
21A.21B,Bahrain,2021-02-15,0,0,91,21I.Delta,231,1
21A.21B,Bahrain,2021-03-01,0,0,77,21I.Delta,245,1
21A.21B,Bahrain,2021-03-15,0,0,63,21I.Delta,259,1
21A.21B,Bahrain,2021-03-29,0,0,49,21I.Delta,273,1
21A.21B,Bahrain,2021-04-12,0,0,35,21I.Delta,287,1
21A.21B,Bahrain,2021-04-26,0,0,21,21I.Delta,301,1
21A.21B,Bahrain,2021-05-10,0,0,7,21I.Delta,315,1
21A.21B,Bahrain,2021-05-24,15,0.483870967741936,0,21I.Delta,322,1
21A.21B,Bahrain,2021-05-31,16,100000,0,N/A,329,1
21A.21B,Bahrain,2021-06-28,45,100000,0,N/A,357,1
21A.21B,Bahrain,2021-07-05,44,1.1,0,21I.Delta,364,1
21A.21B,Bahrain,2021-07-12,30,100000,0,N/A,371,1
21A.21B,Bahrain,2021-07-26,27,100000,0,N/A,385,1
21A.21B,Bahrain,2021-08-23,54,100000,0,N/A,413,1
21A.21B,Bahrain,2021-10-04,120,100000,0,N/A,455,1
21A.21B,Bahrain,2021-10-11,161,0.551369863013699,0,21J.Delta,462,1
21A.21B,Bahrain,2021-10-18,184,100000,0,N/A,469,1
21A.21B,Bahrain,2021-10-25,195,0.535714285714286,0,21J.Delta,476,1
21A.21B,Austria,2021-02-08,0,0,112,20B.S.796H,217,1
21A.21B,Austria,2021-02-22,0,0,98,20B.S.796H,231,1
21A.21B,Austria,2021-03-08,0,0,84,20B.S.796H,245,1
21A.21B,Austria,2021-03-22,0,0,70,20B.S.796H,259,1
21A.21B,Austria,2021-04-05,0,0,56,20B.S.796H,273,1
21A.21B,Austria,2021-04-19,0,0,42,20B.S.796H,287,1
21A.21B,Austria,2021-05-03,0,0,28,20B.S.796H,301,1
21A.21B,Austria,2021-05-17,0,0,14,20B.S.796H,315,1
21A.21B,Austria,2021-05-31,20,5,0,20B.S.796H,329,1
21A.21B,Austria,2021-06-14,137,137,0,20B.S.796H,343,1
21A.21B,Austria,2021-06-21,192,0.633663366336634,0,21J.Delta,350,1
21A.21B,Austria,2021-07-05,209,0.378623188405797,0,21J.Delta,364,1
21A.21B,Austria,2021-07-19,338,0.613430127041742,0,21J.Delta,378,1
21A.21B,Austria,2021-08-02,310,0.707762557077626,0,21J.Delta,392,1
21A.21B,Austria,2021-08-16,289,0.51423487544484,0,21J.Delta,406,1
21A.21B,Austria,2021-08-30,300,1.01351351351351,0,21J.Delta,420,1
21A.21B,Austria,2021-09-13,236,0.717325227963526,0,21J.Delta,434,1
21A.21B,Austria,2021-09-27,211,0.687296416938111,0,21J.Delta,448,1
21A.21B,Austria,2021-10-04,186,100000,0,N/A,455,1
21A.21B,Austria,2021-10-11,154,0.356481481481481,0,21J.Delta,462,1
21A.21B,Austria,2021-10-18,96,100000,0,N/A,469,1
21A.21B,Kenya,2021-05-24,27,0.306818181818182,7,21A.Delta,322,1
21A.21B,Kenya,2021-06-07,33,0.407407407407407,0,21A.Delta,336,1
21A.21B,Kenya,2021-06-21,39,0.348214285714286,0,21A.Delta,350,1
21A.21B,Kenya,2021-07-05,90,0.703125,0,21A.Delta,364,1
21A.21B,Kenya,2021-07-19,86,0.494252873563218,0,21J.Delta,378,1
21A.21B,Kenya,2021-08-02,72,0.385026737967914,0,21A.Delta,392,1
21A.21B,Kenya,2021-08-30,45,0.420560747663551,0,21A.Delta,420,1
21A.21B,Kenya,2021-09-06,46,100000,0,N/A,427,1
21A.21B,Kenya,2021-09-13,37,0.342592592592593,0,21J.Delta,434,1
21A.21B,Kenya,2021-09-20,26,100000,0,N/A,441,1
21A.21B,Portugal,2021-05-10,21,0.09375,21,20I.Alpha.V1,308,1
21A.21B,Portugal,2021-05-24,49,0.187022900763359,7,21J.Delta,322,1
21A.21B,Portugal,2021-06-07,227,0.355799373040752,0,21J.Delta,336,1
21A.21B,Portugal,2021-06-21,410,0.378578024007387,0,21J.Delta,350,1
21A.21B,Portugal,2021-07-05,547,0.429693637077769,0,21J.Delta,364,1
21A.21B,Portugal,2021-07-19,605,0.669247787610619,0,21J.Delta,378,1
21A.21B,Portugal,2021-08-02,487,0.506763787721124,0,21J.Delta,392,1
21A.21B,Portugal,2021-08-16,493,0.503061224489796,0,21J.Delta,406,1
21A.21B,Portugal,2021-08-30,527,0.49905303030303,0,21J.Delta,420,1
21A.21B,Portugal,2021-09-13,542,0.524685382381413,0,21J.Delta,434,1
21A.21B,Portugal,2021-09-20,536,100000,0,N/A,441,1
21A.21B,Portugal,2021-09-27,523,0.564794816414687,0,21J.Delta,448,1
21A.21B,Portugal,2021-10-04,495,100000,0,N/A,455,1
21A.21B,Portugal,2021-10-11,452,0.535545023696682,0,21J.Delta,462,1
21A.21B,Portugal,2021-10-18,376,100000,0,N/A,469,1
21A.21B,Fiji,2021-02-01,0,0,119,N/A,217,1
21A.21B,Fiji,2021-02-15,0,0,105,N/A,231,1
21A.21B,Fiji,2021-03-01,0,0,91,N/A,245,1
21A.21B,Fiji,2021-03-15,0,0,77,N/A,259,1
21A.21B,Fiji,2021-03-29,0,0,63,N/A,273,1
21A.21B,Fiji,2021-04-12,0,0,49,N/A,287,1
21A.21B,Fiji,2021-04-26,0,0,35,N/A,301,1
21A.21B,Fiji,2021-05-10,0,0,21,N/A,315,1
21A.21B,Fiji,2021-05-24,0,0,7,N/A,329,1
21A.21B,Fiji,2021-06-07,25,100000,0,N/A,336,1
21A.21B,Fiji,2021-06-14,70,100000,0,N/A,343,1
21A.21B,Fiji,2021-06-21,102,100000,0,N/A,350,1
21A.21B,Fiji,2021-06-28,78,100000,0,N/A,357,1
21A.21B,Fiji,2021-07-05,57,100000,0,N/A,364,1
21A.21B,Finland,2021-05-10,29,0.0721393034825871,21,20I.Alpha.V1,308,1
21A.21B,Finland,2021-05-24,55,0.227272727272727,7,20I.Alpha.V1,322,1
21A.21B,Finland,2021-06-07,57,0.395833333333333,0,20I.Alpha.V1,336,1
21A.21B,Finland,2021-07-05,391,0.412447257383966,0,21J.Delta,364,1
21A.21B,Finland,2021-07-19,638,0.402523659305994,0,21J.Delta,378,1
21A.21B,Finland,2021-08-02,800,0.736648250460405,0,21J.Delta,392,1
21A.21B,Finland,2021-08-16,575,0.666280417149479,0,21J.Delta,406,1
21A.21B,Finland,2021-08-30,420,0.523690773067332,0,21J.Delta,420,1
21A.21B,Finland,2021-09-06,352,100000,0,N/A,427,1
21A.21B,Finland,2021-09-13,292,0.358282208588957,0,21J.Delta,434,1
21A.21B,Finland,2021-09-20,240,100000,0,N/A,441,1
21A.21B,Finland,2021-10-04,174,100000,0,N/A,455,1
21A.21B,Seychelles,2021-02-01,0,0,119,N/A,217,1
21A.21B,Seychelles,2021-02-15,0,0,105,N/A,231,1
21A.21B,Seychelles,2021-03-01,0,0,91,N/A,245,1
21A.21B,Seychelles,2021-03-15,0,0,77,N/A,259,1
21A.21B,Seychelles,2021-03-29,0,0,63,N/A,273,1
21A.21B,Seychelles,2021-04-12,0,0,49,N/A,287,1
21A.21B,Seychelles,2021-04-26,0,0,35,N/A,301,1
21A.21B,Seychelles,2021-05-10,0,0,21,N/A,315,1
21A.21B,Seychelles,2021-05-24,0,0,7,N/A,329,1
21A.21B,Seychelles,2021-06-07,20,100000,0,N/A,336,1
21A.21B,Seychelles,2021-06-14,16,100000,0,N/A,343,1
21A.21B,Seychelles,2021-08-09,22,100000,0,N/A,399,1
21A.21B,Seychelles,2021-08-16,35,100000,0,N/A,406,1
21A.21B,Seychelles,2021-08-23,39,100000,0,N/A,413,1
21A.21B,Seychelles,2021-08-30,33,100000,0,N/A,420,1
21A.21B,Seychelles,2021-09-06,30,100000,0,N/A,427,1
21A.21B,Seychelles,2021-09-13,33,100000,0,N/A,434,1
21A.21B,Seychelles,2021-09-20,36,100000,0,N/A,441,1
21A.21B,Seychelles,2021-09-27,29,100000,0,N/A,448,1
21A.21B,Slovenia,2021-02-15,37,0.228395061728395,14,20I.Alpha.V1,224,1
21A.21B,Slovenia,2021-06-14,17,17,0,20B.S.796H,343,1
21A.21B,Slovenia,2021-06-28,66,66,0,20B.S.796H,357,1
21A.21B,Slovenia,2021-07-19,310,0.38130381303813,0,21J.Delta,378,1
21A.21B,Slovenia,2021-08-02,572,0.365495207667732,0,21J.Delta,392,1
21A.21B,Slovenia,2021-08-16,921,0.458893871449925,0,21J.Delta,406,1
21A.21B,Slovenia,2021-08-30,1133,0.530679156908665,0,21J.Delta,420,1
21A.21B,Slovenia,2021-09-06,1119,100000,0,N/A,427,1
21A.21B,Slovenia,2021-09-13,1041,0.538262668045502,0,21J.Delta,434,1
21A.21B,Slovenia,2021-09-20,945,100000,0,N/A,441,1
21A.21B,Slovenia,2021-09-27,833,0.367283950617284,0,21J.Delta,448,1
21A.21B,Slovenia,2021-10-04,678,100000,0,N/A,455,1
21A.21B,Norway,2021-02-08,0,0,126,20B.S.796H,217,1
21A.21B,Norway,2021-02-22,0,0,112,20B.S.796H,231,1
21A.21B,Norway,2021-03-08,0,0,98,20B.S.796H,245,1
21A.21B,Norway,2021-03-22,0,0,84,20B.S.796H,259,1
21A.21B,Norway,2021-04-05,0,0,70,20B.S.796H,273,1
21A.21B,Norway,2021-04-19,0,0,56,20B.S.796H,287,1
21A.21B,Norway,2021-05-03,0,0,42,20B.S.796H,301,1
21A.21B,Norway,2021-05-17,0,0,28,20B.S.796H,315,1
21A.21B,Norway,2021-05-31,0,0,14,20B.S.796H,329,1
21A.21B,Norway,2021-06-14,61,61,0,20B.S.796H,343,1
21A.21B,Norway,2021-07-05,193,0.385229540918164,0,21I.Delta,364,1
21A.21B,Norway,2021-07-19,351,0.637023593466425,0,21I.Delta,378,1
21A.21B,Norway,2021-08-02,551,0.548258706467662,0,21J.Delta,392,1
21A.21B,Norway,2021-08-16,774,0.543157894736842,0,21J.Delta,406,1
21A.21B,Norway,2021-08-30,908,0.479408658922914,0,21J.Delta,420,1
21A.21B,Norway,2021-09-13,906,0.520091848450057,0,21J.Delta,434,1
21A.21B,Norway,2021-09-27,732,0.452410383189122,0,21J.Delta,448,1
21A.21B,Norway,2021-10-04,634,100000,0,N/A,455,1
21A.21B,Norway,2021-10-18,347,100000,0,N/A,469,1
21A.21B,Norway,2021-11-01,92,100000,0,N/A,483,1
21A.21B,Botswana,2021-02-08,0,0,126,N/A,217,1
21A.21B,Botswana,2021-02-22,0,0,112,N/A,231,1
21A.21B,Botswana,2021-03-08,0,0,98,N/A,245,1
21A.21B,Botswana,2021-03-22,0,0,84,N/A,259,1
21A.21B,Botswana,2021-04-05,0,0,70,N/A,273,1
21A.21B,Botswana,2021-04-19,0,0,56,N/A,287,1
21A.21B,Botswana,2021-05-03,0,0,42,N/A,301,1
21A.21B,Botswana,2021-05-17,0,0,28,N/A,315,1
21A.21B,Botswana,2021-05-31,0,0,14,N/A,329,1
21A.21B,Botswana,2021-06-14,17,100000,0,N/A,343,1
21A.21B,Botswana,2021-06-28,38,100000,0,N/A,357,1
21A.21B,Botswana,2021-07-05,29,1.20833333333333,0,21J.Delta,364,1
21A.21B,Botswana,2021-07-12,15,100000,0,N/A,371,1
21A.21B,Botswana,2021-07-26,15,100000,0,N/A,385,1
21A.21B,Botswana,2021-08-09,18,100000,0,N/A,399,1
21A.21B,Botswana,2021-08-23,58,100000,0,N/A,413,1
21A.21B,Botswana,2021-08-30,88,0.778761061946903,0,21J.Delta,420,1
21A.21B,Botswana,2021-09-06,83,100000,0,N/A,427,1
21A.21B,Botswana,2021-09-13,59,0.855072463768116,0,21J.Delta,434,1
21A.21B,Botswana,2021-09-20,38,100000,0,N/A,441,1
21A.21B,Botswana,2021-09-27,23,0.353846153846154,0,21J.Delta,448,1
21A.21B,Botswana,2021-10-04,22,100000,0,N/A,455,1
21A.21B,Botswana,2021-10-18,23,100000,0,N/A,469,1
21A.21B,Croatia,2021-06-07,25,0.21551724137931,7,20I.Alpha.V1,336,1
21A.21B,Croatia,2021-06-21,47,0.505376344086022,0,21J.Delta,350,1
21A.21B,Croatia,2021-07-05,127,0.80379746835443,0,21J.Delta,364,1
21A.21B,Croatia,2021-07-19,173,0.686507936507937,0,21J.Delta,378,1
21A.21B,Croatia,2021-08-02,231,0.634615384615385,0,21J.Delta,392,1
21A.21B,Croatia,2021-08-16,321,0.494607087827427,0,21J.Delta,406,1
21A.21B,Croatia,2021-08-30,395,0.628980891719745,0,21J.Delta,420,1
21A.21B,Croatia,2021-09-06,331,100000,0,N/A,427,1
21A.21B,Croatia,2021-09-13,202,0.336666666666667,0,21J.Delta,434,1
21A.21B,Croatia,2021-09-20,87,100000,0,N/A,441,1
21A.Delta,India,2021-02-01,18,0.147540983606557,56,21J.Delta,210,1
21A.Delta,India,2021-03-01,85,0.177453027139875,28,20I.Alpha.V1,238,1
21A.Delta,India,2021-03-15,226,0.28463476070529,14,20I.Alpha.V1,252,1
21A.Delta,India,2021-03-29,1248,1.42955326460481,0,21A.21B,266,1
21A.Delta,India,2021-04-12,2056,1.22673031026253,0,21A.21B,280,1
21A.Delta,India,2021-04-26,2554,1.24101068999028,0,21A.21B,294,1
21A.Delta,India,2021-05-10,1615,0.808308308308308,0,21J.Delta,308,1
21A.Delta,India,2021-05-24,944,0.502127659574468,0,21J.Delta,322,1
21A.Delta,India,2021-06-07,759,0.389230769230769,0,21J.Delta,336,1
21A.Delta,Australia,2021-03-29,0,0,14,20I.Alpha.V1,266,1
21A.Delta,Australia,2021-04-12,42,0.51219512195122,0,20I.Alpha.V1,280,1
21A.Delta,Australia,2021-04-26,29,0.783783783783784,0,20I.Alpha.V1,294,1
21A.Delta,Singapore,2021-03-29,0,0,14,20H.Beta.V2,266,1
21A.Delta,Singapore,2021-04-12,27,0.870967741935484,0,20H.Beta.V2,280,1
21A.Delta,Singapore,2021-04-26,71,1.29090909090909,0,21A.21B,294,1
21A.Delta,Kenya,2021-03-29,0,0,42,20I.Alpha.V1,266,1
21A.Delta,Kenya,2021-04-12,0,0,28,20I.Alpha.V1,280,1
21A.Delta,Kenya,2021-04-26,0,0,14,20I.Alpha.V1,294,1
21A.Delta,Kenya,2021-05-10,43,0.581081081081081,0,20I.Alpha.V1,308,1
21A.Delta,Kenya,2021-05-24,88,1.23943661971831,0,20I.Alpha.V1,322,1
21A.Delta,Kenya,2021-06-07,81,1.5,0,20I.Alpha.V1,336,1
21A.Delta,Kenya,2021-06-21,112,1.09803921568627,0,21J.Delta,350,1
21A.Delta,Kenya,2021-07-05,128,1.42222222222222,0,21J.Delta,364,1
21A.Delta,Kenya,2021-07-19,129,0.741379310344828,0,21J.Delta,378,1
21A.Delta,Kenya,2021-08-02,187,1.42748091603053,0,21J.Delta,392,1
21A.Delta,Kenya,2021-08-16,173,1.0421686746988,0,21J.Delta,406,1
21A.Delta,Kenya,2021-08-30,107,1.04901960784314,0,21J.Delta,420,1
21A.Delta,Kenya,2021-09-13,53,0.490740740740741,0,21J.Delta,434,1
21A.Delta,Kenya,2021-09-27,29,0.557692307692308,0,21J.Delta,448,1
21A.Delta,Bangladesh,2021-03-29,0,0,42,20H.Beta.V2,266,1
21A.Delta,Bangladesh,2021-04-12,0,0,28,20H.Beta.V2,280,1
21A.Delta,Bangladesh,2021-04-26,0,0,14,20H.Beta.V2,294,1
21A.Delta,Bangladesh,2021-05-10,27,0.84375,0,20H.Beta.V2,308,1
21A.Delta,Bangladesh,2021-05-24,38,1.9,0,20H.Beta.V2,322,1
21A.Delta,Bangladesh,2021-06-07,38,1.58333333333333,0,21A.21B,336,1
21A.Delta,Bangladesh,2021-06-21,122,1.22,0,21J.Delta,350,1
21A.Delta,Bangladesh,2021-07-05,205,1.2202380952381,0,21J.Delta,364,1
21A.Delta,Bangladesh,2021-07-19,94,0.734375,0,21J.Delta,378,1
21A.Delta,Bangladesh,2021-08-02,136,0.727272727272727,0,21J.Delta,392,1
21A.Delta,Bangladesh,2021-08-16,52,0.353741496598639,0,21J.Delta,406,1
21A.Delta,Luxembourg,2021-03-29,0,0,56,20I.Alpha.V1,266,1
21A.Delta,Luxembourg,2021-04-12,0,0,42,20I.Alpha.V1,280,1
21A.Delta,Luxembourg,2021-04-26,0,0,28,20I.Alpha.V1,294,1
21A.Delta,Luxembourg,2021-05-10,46,0.115288220551378,14,20I.Alpha.V1,308,1
21A.Delta,Luxembourg,2021-05-24,70,0.372340425531915,0,20I.Alpha.V1,322,1
21A.Delta,Luxembourg,2021-06-07,39,0.541666666666667,0,20I.Alpha.V1,336,1
21A.Delta.S.K417,South Africa,2022-03-14,102,0.231818181818182,14,21K.21L,616,1
21A.Delta.S.K417,South Africa,2022-03-28,359,0.952254641909814,0,21K.21L,630,1
21A.Delta.S.K417,South Africa,2022-04-11,611,1.20039292730845,0,22A.Omicron,644,1
21A.Delta.S.K417,South Africa,2022-04-25,1520,1.27196652719665,0,22A.Omicron,658,1
21A.Delta.S.K417,South Africa,2022-05-09,918,1.43887147335423,0,22A.Omicron,672,1
21A.Delta.S.K417,South Africa,2022-05-23,782,1.44014732965009,0,22A.Omicron,686,1
21A.Delta.S.K417,South Africa,2022-06-06,421,1.54212454212454,0,22A.Omicron,700,1
21A.Delta.S.K417,South Africa,2022-06-20,249,1.9453125,0,22A.Omicron,714,1
21A.Delta.S.K417,South Africa,2022-07-04,228,1.35714285714286,0,22B.Omicron,728,1
21A.Delta.S.K417,South Africa,2022-07-18,155,1.33620689655172,0,22B22E,742,1
21A.Delta.S.K417,South Africa,2022-08-01,108,1.25581395348837,0,22B22E,756,1
21A.Delta.S.K417,South Africa,2022-08-15,115,1.26373626373626,0,22B22E,770,1
21A.Delta.S.K417,South Africa,2022-08-29,169,1.23357664233577,0,22B22E,784,1
21A.Delta.S.K417,South Africa,2022-09-12,283,1.14112903225806,0,22B.Omicron,798,1
21A.Delta.S.K417,South Africa,2022-09-26,278,1.02205882352941,0,22B22E,812,1
21A.Delta.S.K417,South Africa,2022-10-10,299,0.970779220779221,0,22B22E,826,1
21A.Delta.S.K417,South Africa,2022-10-24,307,0.889855072463768,0,22B22E,840,1
21A.Delta.S.K417,South Africa,2022-11-07,217,0.923404255319149,0,22B22E,854,1
21A.Delta.S.K417,South Africa,2022-11-21,191,0.816239316239316,0,22B22E,868,1
21A.Delta.S.K417,South Africa,2022-12-05,83,0.813725490196078,0,22B22E,882,1
21A.Delta.S.K417,South Africa,2022-12-19,54,0.981818181818182,0,22B22E,896,1
21A.Delta.S.K417,South Africa,2023-01-02,404,1.04935064935065,0,22B22E,910,1
21A.Delta.S.K417,South Africa,2023-01-16,327,1.05825242718447,0,22B22E,924,1
21A.Delta.S.K417,South Africa,2023-01-30,191,0.448356807511737,0,23A.Omicron,938,1
21A.Delta.S.K417,USA,2022-03-28,5632,0.127253829816078,28,21K.21L,630,1
21A.Delta.S.K417,USA,2022-04-11,13957,0.28828438055108,14,21K.21L,644,1
21A.Delta.S.K417,USA,2022-04-25,26040,0.627031712779022,0,21K.21L,658,1
21A.Delta.S.K417,USA,2022-05-09,45953,0.958632343124166,0,22C.Omicron,672,1
21A.Delta.S.K417,USA,2022-05-23,55979,1.10994567157077,0,22C.Omicron,686,1
21A.Delta.S.K417,USA,2022-06-06,58748,1.54486168086673,0,22C.Omicron,700,1
21A.Delta.S.K417,USA,2022-06-20,63351,1.69478330658106,0,22B.Omicron,714,1
21A.Delta.S.K417,USA,2022-07-04,75721,1.25226983313212,0,22B.Omicron,728,1
21A.Delta.S.K417,USA,2022-07-18,69049,1.10929216335186,0,22B.Omicron,742,1
21A.Delta.S.K417,USA,2022-08-01,58906,1.06609476237015,0,22B.Omicron,756,1
21A.Delta.S.K417,USA,2022-08-15,56515,1.07048149410918,0,22B.Omicron,770,1
21A.Delta.S.K417,USA,2022-08-29,45451,1.07757414827284,0,22B.Omicron,784,1
21A.Delta.S.K417,USA,2022-09-12,43397,1.09813001341127,0,22B.Omicron,798,1
21A.Delta.S.K417,USA,2022-09-26,31042,1.08231930546355,0,22B22E,812,1
21A.Delta.S.K417,USA,2022-10-10,28854,1.08343346350255,0,22B22E,826,1
21A.Delta.S.K417,USA,2022-10-24,31400,1.05079981259621,0,22B22E,840,1
21A.Delta.S.K417,USA,2022-11-07,30985,1.01354224591934,0,22B22E,854,1
21A.Delta.S.K417,USA,2022-11-21,37218,0.989945738908395,0,22B22E,868,1
21A.Delta.S.K417,USA,2022-12-05,35272,0.993577464788732,0,22B22E,882,1
21A.Delta.S.K417,USA,2022-12-19,26375,1.02738392022437,0,22B22E,896,1
21A.Delta.S.K417,USA,2023-01-02,18883,1.04084444934406,0,22B22E,910,1
21A.Delta.S.K417,USA,2023-01-16,11076,0.770987052763469,0,23A.Omicron,924,1
21A.Delta.S.K417,USA,2023-01-30,6747,0.366625006792371,0,23A.Omicron,938,1
21A.Delta.S.K417,Portugal,2022-03-28,0,0,28,21K.21L,630,1
21A.Delta.S.K417,Portugal,2022-04-11,0,0,14,21K.21L,644,1
21A.Delta.S.K417,Portugal,2022-04-25,289,0.340400471142521,0,21K.21L,658,1
21A.Delta.S.K417,Portugal,2022-05-09,618,1.08041958041958,0,22B22E,672,1
21A.Delta.S.K417,Portugal,2022-05-23,780,1.0427807486631,0,22B22E,686,1
21A.Delta.S.K417,Portugal,2022-06-06,695,1.03268945022288,0,22B22E,700,1
21A.Delta.S.K417,Portugal,2022-06-20,1204,1.05985915492958,0,22B22E,714,1
21A.Delta.S.K417,Portugal,2022-07-04,739,1.04971590909091,0,22B22E,728,1
21A.Delta.S.K417,Portugal,2022-07-18,543,1.03231939163498,0,22B22E,742,1
21A.Delta.S.K417,Portugal,2022-08-01,477,1.04605263157895,0,22B22E,756,1
21A.Delta.S.K417,Portugal,2022-08-15,491,1.04468085106383,0,22B22E,770,1
21A.Delta.S.K417,Portugal,2022-08-29,535,1.04901960784314,0,22B22E,784,1
21A.Delta.S.K417,Portugal,2022-09-12,551,1.0616570327553,0,22B22E,798,1
21A.Delta.S.K417,Portugal,2022-09-26,529,1.07085020242915,0,22B22E,812,1
21A.Delta.S.K417,Portugal,2022-10-10,227,1.03181818181818,0,22B22E,826,1
21A.Delta.S.K417,Portugal,2022-10-24,231,1.01315789473684,0,22B22E,840,1
21A.Delta.S.K417,Portugal,2022-11-07,274,1.00735294117647,0,22B22E,854,1
21A.Delta.S.K417,Portugal,2022-11-21,381,1.03532608695652,0,22B22E,868,1
21A.Delta.S.K417,Portugal,2022-12-05,311,1.02980132450331,0,22B22E,882,1
21A.Delta.S.K417,Portugal,2022-12-19,252,1.04564315352697,0,22B22E,896,1
21A.Delta.S.K417,Portugal,2023-01-02,278,1.18297872340426,0,22B22E,910,1
21A.Delta.S.K417,Portugal,2023-01-16,167,1.28461538461538,0,22B22E,924,1
21A.Delta.S.K417,Portugal,2023-01-30,153,1.51485148514851,0,22E.Omicron,938,1
21A.Delta.S.K417,Portugal,2023-02-13,124,1.36263736263736,0,22E.Omicron,952,1
21A.Delta.S.K417,Portugal,2023-02-27,109,0.900826446280992,0,23A.Omicron,966,1
21A.Delta.S.K417,Portugal,2023-03-13,62,0.380368098159509,0,23A.Omicron,980,1
21A.Delta.S.K417,Philippines,2021-07-19,88,0.189655172413793,28,21I.Delta,378,1
21A.Delta.S.K417,Philippines,2021-08-02,88,0.132330827067669,14,21I.Delta,392,1
21A.Delta.S.K417,Philippines,2022-04-25,17,0.377777777777778,0,21L.Omicron,658,1
21A.Delta.S.K417,Philippines,2022-05-23,66,1.43478260869565,0,21L.Omicron,686,1
21A.Delta.S.K417,Philippines,2022-06-06,135,1.43617021276596,0,22B22E,700,1
21A.Delta.S.K417,Philippines,2022-06-20,255,1.1038961038961,0,22B22E,714,1
21A.Delta.S.K417,Philippines,2022-07-04,337,1.04658385093168,0,22B22E,728,1
21A.Delta.S.K417,Philippines,2022-07-18,753,0.964148527528809,0,22B22E,742,1
21A.Delta.S.K417,Philippines,2022-08-01,734,0.899509803921569,0,22B22E,756,1
21A.Delta.S.K417,Philippines,2022-08-15,486,0.852631578947368,0,22B.Omicron,770,1
21A.Delta.S.K417,Philippines,2022-08-29,288,0.908517350157729,0,22B.Omicron,784,1
21A.Delta.S.K417,Philippines,2022-09-12,84,0.933333333333333,0,21L.Omicron,798,1
21A.Delta.S.K417,Aruba,2022-03-28,0,0,42,21L.Omicron,630,1
21A.Delta.S.K417,Aruba,2022-04-11,0,0,28,21L.Omicron,644,1
21A.Delta.S.K417,Aruba,2022-04-25,0,0,14,21L.Omicron,658,1
21A.Delta.S.K417,Aruba,2022-05-09,17,0.548387096774194,0,21L.Omicron,672,1
21A.Delta.S.K417,Aruba,2022-05-23,26,1.18181818181818,0,21L.Omicron,686,1
21A.Delta.S.K417,Aruba,2022-06-06,16,1.6,0,22C.Omicron,700,1
21A.Delta.S.K417,Aruba,2022-06-20,64,1.28,0,22B22E,714,1
21A.Delta.S.K417,Aruba,2022-07-04,57,1.16326530612245,0,22B22E,728,1
21A.Delta.S.K417,Aruba,2022-07-18,57,1.1875,0,22B22E,742,1
21A.Delta.S.K417,Aruba,2022-08-01,77,1.08450704225352,0,22B22E,756,1
21A.Delta.S.K417,Aruba,2022-08-15,65,1.08333333333333,0,22B22E,770,1
21A.Delta.S.K417,Aruba,2022-08-29,24,1.04347826086957,0,22B22E,784,1
21A.Delta.S.K417,Aruba,2022-09-12,50,1.08695652173913,0,22B22E,798,1
21A.Delta.S.K417,Aruba,2022-09-26,15,1.07142857142857,0,22B22E,812,1
21A.Delta.S.K417,Aruba,2022-10-10,44,1.15789473684211,0,22B22E,826,1
21A.Delta.S.K417,Aruba,2022-10-24,36,1.02857142857143,0,22B22E,840,1
21A.Delta.S.K417,Aruba,2022-11-07,44,1,0,21A.Delta.S.K417,854,1
21A.Delta.S.K417,Aruba,2022-12-05,31,1.03333333333333,0,22B22E,882,1
21A.Delta.S.K417,Aruba,2022-12-19,52,1.04,0,22B22E,896,1
21A.Delta.S.K417,Aruba,2023-01-02,51,1.13333333333333,0,22E.Omicron,910,1
21A.Delta.S.K417,Aruba,2023-01-16,17,1,0,21A.Delta.S.K417,924,1
21A.Delta.S.K417,Canada,2022-03-28,0,0,42,21K.21L,630,1
21A.Delta.S.K417,Canada,2022-04-11,1290,0.144570211812171,28,21K.21L,644,1
21A.Delta.S.K417,Canada,2022-04-25,2005,0.297257227575982,14,21K.21L,658,1
21A.Delta.S.K417,Canada,2022-05-09,2562,0.48605577689243,0,21K.21L,672,1
